,날짜,전체도시이름,도단위이름,시군구이름,최소기온,최대기온,오전날씨,오전비확률,오후날씨,오후비확률,관광지수,관광지표
964,2023-04-29,충남 계룡시,충남,계룡시,7.0,17.0,구름많음,30%,맑음,20%,-0.79,나쁨
965,2023-04-29,경기 수원시,경기,수원시,9.0,17.0,구름많음,30%,맑음,20%,-1.04,나쁨
966,2023-04-29,경기 성남시,경기,성남시,9.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
967,2023-04-29,충남 공주시,충남,공주시,8.0,19.0,구름많음,30%,맑음,20%,-0.79,나쁨
968,2023-04-29,제주 제주시,제주,제주시,13.0,19.0,구름많음,30%,맑음,20%,-0.53,나쁨
969,2023-04-29,충남 서산시,충남,서산시,8.0,17.0,구름많음,30%,맑음,20%,-0.9,나쁨
970,2023-04-29,경북 칠곡군,경북,칠곡군,10.0,19.0,구름많음,30%,맑음,20%,-0.52,나쁨
971,2023-04-29,경기 부천시,경기,부천시,8.0,17.0,구름많음,30%,맑음,20%,-1.1,나쁨
972,2023-04-29,광주 광산구,광주,광산구,8.0,17.0,구름많음,30%,맑음,20%,-0.62,나쁨
973,2023-04-29,경기 시흥시,경기,시흥시,8.0,18.0,구름많음,30%,맑음,20%,-1.1,나쁨
974,2023-04-29,경기 용인시,경기,용인시,8.0,17.0,구름많음,30%,맑음,20%,-1.04,나쁨
975,2023-04-29,제주 서귀포시,제주,서귀포시,13.0,19.0,구름많음,30%,맑음,20%,-0.75,나쁨
976,2023-04-29,경북 의성군,경북,의성군,7.0,20.0,구름많음,30%,맑음,20%,-0.69,나쁨
977,2023-04-29,충남 금산군,충남,금산군,8.0,18.0,구름많음,30%,맑음,20%,-0.67,나쁨
978,2023-04-29,경기 동두천시,경기,동두천시,8.0,20.0,구름많음,30%,맑음,20%,-0.98,나쁨
979,2023-04-29,경북 청송군,경북,청송군,7.0,19.0,구름많음,30%,맑음,20%,-0.86,나쁨
980,2023-04-29,대구 수성구,대구,수성구,11.0,20.0,구름많음,30%,맑음,20%,-0.62,나쁨
981,2023-04-29,경기 의왕시,경기,의왕시,8.0,16.0,구름많음,30%,맑음,20%,-1.04,나쁨
982,2023-04-29,광주 광산구,광주,광산구,11.0,20.0,구름많음,30%,맑음,20%,-0.62,나쁨
983,2023-04-29,경기 안산시,경기,안산시,9.0,17.0,구름많음,30%,맑음,20%,-1.1,나쁨
984,2023-04-29,충남 논산시,충남,논산시,8.0,19.0,구름많음,30%,맑음,20%,-0.79,나쁨
985,2023-04-29,전북 진안군,전북,진안군,6.0,15.0,구름많음,30%,맑음,20%,-0.67,나쁨
986,2023-04-29,경북 청도군,경북,청도군,9.0,19.0,구름많음,30%,맑음,20%,-0.86,나쁨
987,2023-04-29,경기 여주시,경기,여주시,8.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
988,2023-04-29,경기 남양주시,경기,남양주시,7.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
989,2023-04-29,경기 의정부시,경기,의정부시,8.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
990,2023-04-29,충남 당진시,충남,당진시,9.0,17.0,구름많음,30%,맑음,20%,-0.97,나쁨
991,2023-04-29,광주 서구,광주,서구,11.0,20.0,구름많음,30%,맑음,20%,-0.68,나쁨
992,2023-04-29,경기 연천군,경기,연천군,6.0,17.0,구름많음,30%,맑음,20%,-0.84,나쁨
993,2023-04-29,강원 삼척시,강원,삼척시,12.0,18.0,구름많음,30%,맑음,20%,-0.91,나쁨
994,2023-04-29,경기 고양시,경기,고양시,8.0,19.0,구름많음,30%,맑음,20%,-1.04,나쁨
995,2023-04-29,충남 서천군,충남,서천군,8.0,17.0,구름많음,30%,맑음,20%,-0.83,나쁨
996,2023-04-29,강원 원주시,강원,원주시,9.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
997,2023-04-29,부산 서구,부산,서구,13.0,20.0,구름많음,30%,맑음,20%,-0.94,나쁨
998,2023-04-29,경북 경주시,경북,경주시,10.0,20.0,구름많음,30%,맑음,20%,-0.75,나쁨
999,2023-04-29,경남 의령군,경남,의령군,9.0,21.0,구름많음,30%,맑음,20%,-1.01,나쁨
1000,2023-04-29,인천 서구,인천,서구,9.0,16.0,구름많음,30%,맑음,20%,-1.1,나쁨
1001,2023-04-29,충북 청주시,충북,청주시,10.0,20.0,구름많음,30%,맑음,20%,-0.79,나쁨
1002,2023-04-29,강원 인제군,강원,인제군,8.0,17.0,구름많음,30%,맑음,20%,-0.96,나쁨
1003,2023-04-29,경북 고령군,경북,고령군,9.0,19.0,구름많음,30%,맑음,20%,-0.69,나쁨
1004,2023-04-29,충북 충주시,충북,충주시,8.0,19.0,구름많음,30%,맑음,20%,-0.86,나쁨
1005,2023-04-29,경남 양산시,경남,양산시,12.0,21.0,구름많음,30%,맑음,20%,-1.05,나쁨
1006,2023-04-29,충북 진천군,충북,진천군,8.0,18.0,구름많음,30%,맑음,20%,-0.86,나쁨
1007,2023-04-29,경북 구미시,경북,구미시,10.0,20.0,구름많음,30%,맑음,20%,-0.52,나쁨
1008,2023-04-29,경남 산청군,경남,산청군,9.0,19.0,구름많음,30%,맑음,20%,-0.68,나쁨
1009,2023-04-29,강원 철원군,강원,철원군,7.0,18.0,구름많음,30%,맑음,20%,-0.78,나쁨
1010,2023-04-29,충북 증평군,충북,증평군,8.0,18.0,구름많음,30%,맑음,20%,-0.86,나쁨
1011,2023-04-29,경북 군위군,경북,군위군,9.0,18.0,구름많음,30%,맑음,20%,-0.62,나쁨
1012,2023-04-29,충북 제천시,충북,제천시,7.0,17.0,구름많음,30%,맑음,20%,-0.85,나쁨
1013,2023-04-29,강원 춘천시,강원,춘천시,9.0,18.0,구름많음,30%,맑음,20%,-0.92,나쁨
1014,2023-04-29,강원 정선군,강원,정선군,7.0,15.0,구름많음,30%,맑음,20%,-0.98,나쁨
1015,2023-04-29,대전 중구,대전,중구,9.0,19.0,구름많음,30%,맑음,20%,-0.79,나쁨
1016,2023-04-29,경북 경산시,경북,경산시,11.0,20.0,구름많음,30%,맑음,20%,-0.62,나쁨
1017,2023-04-29,강원 영월군,강원,영월군,8.0,17.0,구름많음,30%,맑음,20%,-0.85,나쁨
1018,2023-04-29,강원 동해시,강원,동해시,12.0,18.0,구름많음,30%,맑음,20%,-0.91,나쁨
1019,2023-04-29,경남 하동군,경남,하동군,10.0,19.0,구름많음,30%,맑음,20%,-0.99,나쁨
1020,2023-04-29,경남 함안군,경남,함안군,9.0,20.0,구름많음,30%,맑음,20%,-1.01,나쁨
1021,2023-04-29,경남 통영시,경남,통영시,12.0,19.0,구름많음,30%,맑음,20%,-1.0,나쁨
1022,2023-04-29,경남 고성군,경남,고성군,10.0,19.0,구름많음,30%,맑음,20%,-1.11,나쁨
1023,2023-04-29,강원 속초시,강원,속초시,11.0,19.0,구름많음,30%,맑음,20%,-1.1,나쁨
1024,2023-04-29,경기 양주시,경기,양주시,7.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1025,2023-04-29,경남 고성군,경남,고성군,10.0,18.0,구름많음,30%,맑음,20%,-1.11,나쁨
1026,2023-04-29,경남 함양군,경남,함양군,8.0,19.0,구름많음,30%,맑음,20%,-0.67,나쁨
1027,2023-04-29,경남 창원시,경남,창원시,11.0,20.0,구름많음,30%,맑음,20%,-0.71,나쁨
1028,2023-04-29,강원 양구군,강원,양구군,7.0,17.0,구름많음,30%,맑음,20%,-0.96,나쁨
1029,2023-04-29,강원 고성군,강원,고성군,10.0,19.0,구름많음,30%,맑음,20%,-1.08,나쁨
1030,2023-04-29,경남 합천군,경남,합천군,10.0,20.0,구름많음,30%,맑음,20%,-0.63,나쁨
1031,2023-04-29,강원 고성군,강원,고성군,10.0,18.0,구름많음,30%,맑음,20%,-1.08,나쁨
1032,2023-04-29,경남 창녕군,경남,창녕군,10.0,19.0,구름많음,30%,맑음,20%,-0.71,나쁨
1033,2023-04-29,강원 양양군,강원,양양군,11.0,18.0,구름많음,30%,맑음,20%,-1.04,나쁨
1034,2023-04-29,부산 중구,부산,중구,13.0,20.0,구름많음,30%,맑음,20%,-0.94,나쁨
1035,2023-04-29,경남 진주시,경남,진주시,9.0,20.0,구름많음,30%,맑음,20%,-1.05,나쁨
1036,2023-04-29,강원 강릉시,강원,강릉시,12.0,20.0,구름많음,30%,맑음,20%,-0.98,나쁨
1037,2023-04-29,경남 사천시,경남,사천시,10.0,20.0,구름많음,30%,맑음,20%,-0.94,나쁨
1038,2023-04-29,경북 김천시,경북,김천시,7.0,19.0,구름많음,30%,맑음,20%,-0.56,나쁨
1039,2023-04-29,강원 태백시,강원,태백시,6.0,14.0,구름많음,30%,맑음,20%,-0.98,나쁨
1040,2023-04-29,충북 음성군,충북,음성군,7.0,17.0,구름많음,30%,맑음,20%,-0.92,나쁨
1041,2023-04-29,충남 태안군,충남,태안군,8.0,17.0,구름많음,30%,맑음,20%,-0.9,나쁨
1042,2023-04-29,대전 서구,대전,서구,9.0,19.0,구름많음,30%,맑음,20%,-0.79,나쁨
1043,2023-04-29,경북 영덕군,경북,영덕군,10.0,19.0,구름많음,30%,맑음,20%,-0.92,나쁨
1044,2023-04-29,충남 청양군,충남,청양군,7.0,18.0,구름많음,30%,맑음,20%,-0.84,나쁨
1045,2023-04-29,경기 화성시,경기,화성시,9.0,17.0,구름많음,30%,맑음,20%,-1.1,나쁨
1046,2023-04-29,경기 과천시,경기,과천시,8.0,18.0,구름많음,30%,맑음,20%,-1.04,나쁨
1047,2023-04-29,경북 영양군,경북,영양군,8.0,17.0,구름많음,30%,맑음,20%,-0.92,나쁨
1048,2023-04-29,충남 천안시,충남,천안시,8.0,19.0,구름많음,30%,맑음,20%,-0.86,나쁨
1049,2023-04-29,경기 하남시,경기,하남시,9.0,19.0,구름많음,30%,맑음,20%,-0.98,나쁨
1050,2023-04-29,경기 광명시,경기,광명시,9.0,17.0,구름많음,30%,맑음,20%,-0.99,나쁨
1051,2023-04-29,충남 예산군,충남,예산군,9.0,18.0,구름많음,30%,맑음,20%,-0.86,나쁨
1052,2023-04-29,경북 영주시,경북,영주시,8.0,18.0,구름많음,30%,맑음,20%,-0.93,나쁨
1053,2023-04-29,광주 서구,광주,서구,8.0,17.0,구름많음,30%,맑음,20%,-0.68,나쁨
1054,2023-04-29,경기 광주시,경기,광주시,8.0,17.0,구름많음,30%,맑음,20%,-0.98,나쁨
1055,2023-04-29,경기 포천시,경기,포천시,7.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1056,2023-04-29,충남 아산시,충남,아산시,9.0,19.0,구름많음,30%,맑음,20%,-0.86,나쁨
1057,2023-04-29,경북 영천시,경북,영천시,10.0,20.0,구름많음,30%,맑음,20%,-0.69,나쁨
1058,2023-04-29,경기 광주시,경기,광주시,11.0,20.0,구름많음,30%,맑음,20%,-0.98,나쁨
1059,2023-04-29,경북 예천군,경북,예천군,8.0,18.0,구름많음,30%,맑음,20%,-0.86,나쁨
1060,2023-04-29,경기 가평군,경기,가평군,7.0,19.0,구름많음,30%,맑음,20%,-0.92,나쁨
1061,2023-04-29,경기 평택시,경기,평택시,9.0,18.0,구름많음,30%,맑음,20%,-0.92,나쁨
1062,2023-04-29,경북 안동시,경북,안동시,9.0,19.0,구름많음,30%,맑음,20%,-0.8,나쁨
1063,2023-04-29,경남 거제시,경남,거제시,12.0,20.0,구름많음,30%,맑음,20%,-1.0,나쁨
1064,2023-04-29,충북 옥천군,충북,옥천군,9.0,18.0,구름많음,30%,맑음,20%,-0.73,나쁨
1065,2023-04-29,경북 문경시,경북,문경시,8.0,18.0,구름많음,30%,맑음,20%,-0.8,나쁨
1066,2023-04-29,경남 밀양시,경남,밀양시,10.0,21.0,구름많음,30%,맑음,20%,-0.86,나쁨
1067,2023-04-29,강원 평창군,강원,평창군,7.0,15.0,구름많음,30%,맑음,20%,-0.98,나쁨
1068,2023-04-29,충북 영동군,충북,영동군,7.0,19.0,구름많음,30%,맑음,20%,-0.67,나쁨
1069,2023-04-29,경북 봉화군,경북,봉화군,6.0,16.0,구름많음,30%,맑음,20%,-0.98,나쁨
1070,2023-04-29,충북 보은군,충북,보은군,7.0,18.0,구름많음,30%,맑음,20%,-0.79,나쁨
1071,2023-04-29,경남 남해군,경남,남해군,11.0,20.0,구름많음,30%,맑음,20%,-0.99,나쁨
1072,2023-04-29,강원 홍천군,강원,홍천군,8.0,18.0,구름많음,30%,맑음,20%,-0.92,나쁨
1073,2023-04-29,서울 중구,서울,중구,10.0,18.0,구름많음,30%,맑음,20%,-1.04,나쁨
1074,2023-04-29,경남 김해시,경남,김해시,12.0,21.0,구름많음,30%,맑음,20%,-1.05,나쁨
1075,2023-04-29,충북 단양군,충북,단양군,8.0,17.0,구름많음,30%,맑음,20%,-0.78,나쁨
1076,2023-04-29,경북 상주시,경북,상주시,9.0,19.0,구름많음,30%,맑음,20%,-0.73,나쁨
1077,2023-04-29,강원 화천군,강원,화천군,7.0,19.0,구름많음,30%,맑음,20%,-0.83,나쁨
1078,2023-04-29,충북 괴산군,충북,괴산군,8.0,17.0,구름많음,30%,맑음,20%,-0.86,나쁨
1079,2023-04-29,경북 성주군,경북,성주군,9.0,19.0,구름많음,30%,맑음,20%,-0.63,나쁨
1080,2023-04-29,강원 횡성군,강원,횡성군,8.0,17.0,구름많음,30%,맑음,20%,-0.92,나쁨
1081,2023-04-29,충남 홍성군,충남,홍성군,8.0,17.0,구름많음,30%,맑음,20%,-0.86,나쁨
1082,2023-04-29,경남 거창군,경남,거창군,8.0,18.0,구름많음,30%,맑음,20%,-0.61,나쁨
1083,2023-04-29,대구 중구,대구,중구,11.0,20.0,구름많음,30%,맑음,20%,-0.62,나쁨
1084,2023-04-29,전북 장수군,전북,장수군,7.0,16.0,구름많음,30%,맑음,20%,-0.71,나쁨
1085,2023-04-29,대전 유성구,대전,유성구,9.0,19.0,구름많음,30%,맑음,20%,-0.79,나쁨
1086,2023-04-29,부산 사하구,부산,사하구,13.0,20.0,구름많음,30%,맑음,20%,-1.07,나쁨
1087,2023-04-29,전남 여수시,전남,여수시,12.0,19.0,구름많음,30%,맑음,20%,-0.81,나쁨
1088,2023-04-29,부산 사상구,부산,사상구,13.0,20.0,구름많음,30%,맑음,20%,-1.07,나쁨
1089,2023-04-29,인천 연수구,인천,연수구,9.0,16.0,구름많음,30%,맑음,20%,-1.1,나쁨
1090,2023-04-29,광주 남구,광주,남구,8.0,17.0,구름많음,30%,맑음,20%,-0.68,나쁨
1091,2023-04-29,전북 군산시,전북,군산시,9.0,18.0,구름많음,30%,맑음,20%,-0.73,나쁨
1092,2023-04-29,대전 대덕구,대전,대덕구,9.0,19.0,구름많음,30%,맑음,20%,-0.79,나쁨
1093,2023-04-29,서울 중랑구,서울,중랑구,10.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1094,2023-04-29,광주 동구,광주,동구,11.0,20.0,구름많음,30%,맑음,20%,-0.68,나쁨
1095,2023-04-29,전남 신안군,전남,신안군,11.0,17.0,구름많음,30%,맑음,20%,-0.78,나쁨
1096,2023-04-29,서울 서대문구,서울,서대문구,10.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
1097,2023-04-29,전북 김제시,전북,김제시,9.0,18.0,구름많음,30%,맑음,20%,-0.73,나쁨
1098,2023-04-29,인천 남구,인천,남구,9.0,16.0,구름많음,30%,맑음,20%,-1.1,나쁨
1099,2023-04-29,전남 순천시,전남,순천시,10.0,20.0,구름많음,30%,맑음,20%,-0.86,나쁨
1100,2023-04-29,부산 동구,부산,동구,13.0,20.0,구름많음,30%,맑음,20%,-0.94,나쁨
1101,2023-04-29,서울 종로구,서울,종로구,10.0,18.0,구름많음,30%,맑음,20%,-1.04,나쁨
1102,2023-04-29,전북 남원시,전북,남원시,8.0,18.0,구름많음,30%,맑음,20%,-0.67,나쁨
1103,2023-04-29,인천 옹진군,인천,옹진군,9.0,16.0,구름많음,30%,맑음,20%,-1.1,나쁨
1104,2023-04-29,울산 남구,울산,남구,12.0,20.0,구름많음,30%,맑음,20%,-1.01,나쁨
1105,2023-04-29,서울 서초구,서울,서초구,10.0,18.0,구름많음,30%,맑음,20%,-1.04,나쁨
1106,2023-04-29,서울 구로구,서울,구로구,10.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
1107,2023-04-29,전남 보성군,전남,보성군,8.0,18.0,구름많음,30%,맑음,20%,-0.73,나쁨
1108,2023-04-29,부산 수영구,부산,수영구,13.0,20.0,구름많음,30%,맑음,20%,-1.0,나쁨
1109,2023-04-29,서울 은평구,서울,은평구,10.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
1110,2023-04-29,전북 무주군,전북,무주군,7.0,17.0,구름많음,30%,맑음,20%,-0.62,나쁨
1111,2023-04-29,부산 남구,부산,남구,13.0,20.0,구름많음,30%,맑음,20%,-0.94,나쁨
1112,2023-04-29,전남 무안군,전남,무안군,10.0,18.0,구름많음,30%,맑음,20%,-0.72,나쁨
1113,2023-04-29,광주 동구,광주,동구,8.0,17.0,구름많음,30%,맑음,20%,-0.68,나쁨
1114,2023-04-29,서울 광진구,서울,광진구,10.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1115,2023-04-29,전북 부안군,전북,부안군,10.0,19.0,구름많음,30%,맑음,20%,-0.72,나쁨
1116,2023-04-29,대구 동구,대구,동구,11.0,20.0,구름많음,30%,맑음,20%,-0.62,나쁨
1117,2023-04-29,서울 성동구,서울,성동구,10.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1118,2023-04-29,대구 북구,대구,북구,11.0,20.0,구름많음,30%,맑음,20%,-0.62,나쁨
1119,2023-04-29,전남 영광군,전남,영광군,10.0,18.0,구름많음,30%,맑음,20%,-0.72,나쁨
1120,2023-04-29,부산 북구,부산,북구,13.0,20.0,구름많음,30%,맑음,20%,-1.05,나쁨
1121,2023-04-29,부산 부산진구,부산,부산진구,13.0,20.0,구름많음,30%,맑음,20%,-0.94,나쁨
1122,2023-04-29,서울 동대문구,서울,동대문구,10.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1123,2023-04-29,인천 계양구,인천,계양구,9.0,16.0,구름많음,30%,맑음,20%,-1.1,나쁨
1124,2023-04-29,전남 진도군,전남,진도군,10.0,18.0,구름많음,30%,맑음,20%,-0.65,나쁨
1125,2023-04-29,인천 강화군,인천,강화군,9.0,16.0,구름많음,30%,맑음,20%,-0.86,나쁨
1126,2023-04-29,서울 도봉구,서울,도봉구,10.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1127,2023-04-29,전남 장성군,전남,장성군,8.0,19.0,구름많음,30%,맑음,20%,-0.73,나쁨
1128,2023-04-29,울산 북구,울산,북구,12.0,20.0,구름많음,30%,맑음,20%,-0.97,나쁨
1129,2023-04-29,부산 동래구,부산,동래구,13.0,20.0,구름많음,30%,맑음,20%,-1.07,나쁨
1130,2023-04-29,전남 함평군,전남,함평군,9.0,19.0,구름많음,30%,맑음,20%,-0.72,나쁨
1131,2023-04-29,전남 완도군,전남,완도군,11.0,20.0,구름많음,30%,맑음,20%,-0.9,나쁨
1132,2023-04-29,서울 동작구,서울,동작구,10.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
1133,2023-04-29,인천 남동구,인천,남동구,9.0,16.0,구름많음,30%,맑음,20%,-1.1,나쁨
1134,2023-04-29,서울 노원구,서울,노원구,10.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1135,2023-04-29,광주 북구,광주,북구,8.0,17.0,구름많음,30%,맑음,20%,-0.68,나쁨
1136,2023-04-29,전남 해남군,전남,해남군,10.0,19.0,구름많음,30%,맑음,20%,-0.72,나쁨
1137,2023-04-29,대구 남구,대구,남구,11.0,20.0,구름많음,30%,맑음,20%,-0.62,나쁨
1138,2023-04-29,울산 동구,울산,동구,12.0,20.0,구름많음,30%,맑음,20%,-0.94,나쁨
1139,2023-04-29,울산 울주군,울산,울주군,12.0,20.0,구름많음,30%,맑음,20%,-1.05,나쁨
1140,2023-04-29,전남 영암군,전남,영암군,9.0,19.0,구름많음,30%,맑음,20%,-0.72,나쁨
1141,2023-04-29,인천 부평구,인천,부평구,9.0,16.0,구름많음,30%,맑음,20%,-1.1,나쁨
1142,2023-04-29,서울 마포구,서울,마포구,10.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
1143,2023-04-29,전남 화순군,전남,화순군,8.0,20.0,구름많음,30%,맑음,20%,-0.73,나쁨
1144,2023-04-29,광주 남구,광주,남구,11.0,20.0,구름많음,30%,맑음,20%,-0.68,나쁨
1145,2023-04-29,광주 북구,광주,북구,11.0,20.0,구름많음,30%,맑음,20%,-0.68,나쁨
1146,2023-04-29,세종 세종시,세종,연기면,9.0,17.0,구름많음,30%,맑음,20%,-0.71,나쁨
1147,2023-04-29,서울 금천구,서울,금천구,10.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
1148,2023-04-29,대전 동구,대전,동구,9.0,19.0,구름많음,30%,맑음,20%,-0.79,나쁨
1149,2023-04-29,전북 고창군,전북,고창군,9.0,18.0,구름많음,30%,맑음,20%,-0.73,나쁨
1150,2023-04-29,전남 강진군,전남,강진군,9.0,19.0,구름많음,30%,맑음,20%,-0.72,나쁨
1151,2023-04-29,전남 장흥군,전남,장흥군,9.0,20.0,구름많음,30%,맑음,20%,-0.73,나쁨
1152,2023-04-29,부산 연제구,부산,연제구,13.0,20.0,구름많음,30%,맑음,20%,-1.07,나쁨
1153,2023-04-29,전북 순창군,전북,순창군,8.0,19.0,구름많음,30%,맑음,20%,-0.73,나쁨
1154,2023-04-29,부산 영도구,부산,영도구,13.0,20.0,구름많음,30%,맑음,20%,-1.0,나쁨
1155,2023-04-29,서울 강남구,서울,강남구,10.0,18.0,구름많음,30%,맑음,20%,-1.04,나쁨
1156,2023-04-29,전남 고흥군,전남,고흥군,9.0,20.0,구름많음,30%,맑음,20%,-0.74,나쁨
1157,2023-04-29,서울 관악구,서울,관악구,10.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
1158,2023-04-29,서울 송파구,서울,송파구,10.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1159,2023-04-29,전북 익산시,전북,익산시,8.0,18.0,구름많음,30%,맑음,20%,-0.73,나쁨
1160,2023-04-29,전남 담양군,전남,담양군,8.0,19.0,구름많음,30%,맑음,20%,-0.73,나쁨
1161,2023-04-29,서울 강북구,서울,강북구,10.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1162,2023-04-29,서울 강서구,서울,강서구,10.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
1163,2023-04-29,서울 성북구,서울,성북구,10.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1164,2023-04-29,전남 곡성군,전남,곡성군,9.0,18.0,구름많음,30%,맑음,20%,-0.67,나쁨
1165,2023-04-29,부산 해운대구,부산,해운대구,13.0,20.0,구름많음,30%,맑음,20%,-1.0,나쁨
1166,2023-04-29,전북 완주군,전북,완주군,8.0,19.0,구름많음,30%,맑음,20%,-0.73,나쁨
1167,2023-04-29,부산 기장군,부산,기장군,13.0,20.0,구름많음,30%,맑음,20%,-1.13,나쁨
1168,2023-04-29,서울 영등포구,서울,영등포구,10.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
1169,2023-04-29,전남 나주시,전남,나주시,9.0,19.0,구름많음,30%,맑음,20%,-0.66,나쁨
1170,2023-04-29,전북 임실군,전북,임실군,7.0,18.0,구름많음,30%,맑음,20%,-0.73,나쁨
1171,2023-04-29,전남 구례군,전남,구례군,9.0,19.0,구름많음,30%,맑음,20%,-0.74,나쁨
1172,2023-04-29,부산 강서구,부산,강서구,13.0,20.0,구름많음,30%,맑음,20%,-1.05,나쁨
1173,2023-04-29,전남 광양시,전남,광양시,11.0,20.0,구름많음,30%,맑음,20%,-0.86,나쁨
1174,2023-04-29,부산 금정구,부산,금정구,13.0,20.0,구름많음,30%,맑음,20%,-1.11,나쁨
1175,2023-04-29,서울 용산구,서울,용산구,10.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
1176,2023-04-29,서울 양천구,서울,양천구,10.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
1177,2023-04-29,서울 강동구,서울,강동구,10.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
1178,2023-04-29,인천 동구,인천,동구,9.0,16.0,구름많음,30%,맑음,20%,-0.94,나쁨
1179,2023-04-29,전남 목포시,전남,목포시,11.0,17.0,구름많음,30%,맑음,20%,-0.78,나쁨
1180,2023-04-30,서울 노원구,서울,노원구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
1181,2023-04-30,경기 포천시,경기,포천시,6.0,22.0,맑음,20%,맑음,10%,-0.19,보통
1182,2023-04-30,광주 북구,광주,북구,10.0,25.0,맑음,10%,맑음,0%,-0.32,나쁨
1183,2023-04-30,대전 동구,대전,동구,9.0,24.0,맑음,20%,맑음,0%,-0.11,보통
1184,2023-04-30,인천 계양구,인천,계양구,11.0,18.0,맑음,20%,맑음,10%,-0.16,보통
1185,2023-04-30,전남 광양시,전남,광양시,11.0,24.0,맑음,10%,맑음,0%,-0.25,나쁨
1186,2023-04-30,충북 단양군,충북,단양군,7.0,23.0,맑음,20%,맑음,0%,-0.41,나쁨
1187,2023-04-30,전남 영암군,전남,영암군,8.0,23.0,맑음,10%,맑음,0%,-0.38,나쁨
1188,2023-04-30,충북 음성군,충북,음성군,6.0,23.0,맑음,20%,맑음,0%,-0.11,보통
1189,2023-04-30,경북 고령군,경북,고령군,7.0,25.0,맑음,20%,맑음,10%,-0.13,보통
1190,2023-04-30,충북 보은군,충북,보은군,6.0,23.0,맑음,20%,맑음,0%,-0.11,보통
1191,2023-04-30,서울 강남구,서울,강남구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
1192,2023-04-30,서울 강동구,서울,강동구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
1193,2023-04-30,충북 제천시,충북,제천시,5.0,22.0,맑음,20%,맑음,0%,-0.41,나쁨
1194,2023-04-30,경북 문경시,경북,문경시,7.0,24.0,맑음,20%,맑음,10%,-0.11,보통
1195,2023-04-30,대전 중구,대전,중구,9.0,24.0,맑음,20%,맑음,0%,-0.11,보통
1196,2023-04-30,강원 화천군,강원,화천군,6.0,23.0,맑음,20%,맑음,10%,-0.22,보통
1197,2023-04-30,전남 나주시,전남,나주시,7.0,24.0,맑음,10%,맑음,0%,-0.38,나쁨
1198,2023-04-30,부산 북구,부산,북구,13.0,22.0,맑음,10%,맑음,0%,-0.25,나쁨
1199,2023-04-30,부산 서구,부산,서구,13.0,22.0,맑음,10%,맑음,0%,-0.23,보통
1200,2023-04-30,전남 장흥군,전남,장흥군,8.0,23.0,맑음,10%,맑음,0%,-0.38,나쁨
1201,2023-04-30,인천 부평구,인천,부평구,11.0,18.0,맑음,20%,맑음,10%,-0.22,보통
1202,2023-04-30,강원 횡성군,강원,횡성군,6.0,23.0,맑음,20%,맑음,10%,-0.11,보통
1203,2023-04-30,경북 구미시,경북,구미시,9.0,25.0,맑음,20%,맑음,10%,-0.11,보통
1204,2023-04-30,서울 강북구,서울,강북구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
1205,2023-04-30,전남 장성군,전남,장성군,7.0,24.0,맑음,10%,맑음,0%,-0.32,나쁨
1206,2023-04-30,대구 중구,대구,중구,11.0,25.0,맑음,20%,맑음,10%,-0.19,보통
1207,2023-04-30,서울 중구,서울,중구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
1208,2023-04-30,전남 구례군,전남,구례군,6.0,25.0,맑음,10%,맑음,0%,-0.41,나쁨
1209,2023-04-30,서울 도봉구,서울,도봉구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
