,날짜,전체도시이름,도단위이름,시군구이름,최소기온,최대기온,오전날씨,오전비확률,오후날씨,오후비확률,관광지수,관광지표
713,2023-04-28,제주 서귀포시,제주,서귀포시,16.0,21.0,흐리고 비,90%,흐림,40%,-0.13,보통
714,2023-04-28,충북 진천군,충북,진천군,12.0,21.0,흐림,40%,흐림,40%,-0.19,보통
715,2023-04-28,대전 동구,대전,동구,13.0,20.0,흐림,40%,흐림,40%,0.02,보통
716,2023-04-28,광주 광산구,광주,광산구,12.0,20.0,흐리고 비,80%,흐림,40%,-0.16,보통
717,2023-04-28,충북 제천시,충북,제천시,10.0,19.0,흐림,40%,흐림,40%,-0.05,보통
718,2023-04-28,서울 강서구,서울,강서구,13.0,21.0,흐림,40%,구름많음,40%,-0.34,나쁨
719,2023-04-28,전북 완주군,전북,완주군,14.0,21.0,흐리고 비,80%,흐림,40%,-0.21,보통
720,2023-04-28,광주 북구,광주,북구,12.0,20.0,흐리고 비,80%,흐림,40%,-0.21,보통
721,2023-04-28,광주 광산구,광주,광산구,15.0,22.0,흐리고 비,80%,흐림,40%,-0.16,보통
722,2023-04-28,충북 증평군,충북,증평군,12.0,20.0,흐림,40%,흐림,40%,-0.19,보통
723,2023-04-28,경북 군위군,경북,군위군,11.0,22.0,흐리고 비,80%,흐림,40%,0.02,보통
724,2023-04-28,전남 영광군,전남,영광군,14.0,20.0,흐리고 비,80%,흐림,40%,-0.44,나쁨
725,2023-04-28,경북 구미시,경북,구미시,13.0,22.0,흐리고 비,80%,흐림,40%,0.02,보통
726,2023-04-28,경북 고령군,경북,고령군,12.0,22.0,흐리고 비,80%,흐림,40%,-0.24,보통
727,2023-04-28,경북 울진군,경북,울진군,12.0,19.0,흐리고 비,80%,흐림,40%,-0.13,보통
728,2023-04-28,전북 익산시,전북,익산시,14.0,21.0,흐리고 비,80%,흐림,40%,-0.16,보통
729,2023-04-28,전남 신안군,전남,신안군,13.0,18.0,흐리고 비,80%,흐림,40%,-0.4,나쁨
730,2023-04-28,부산 수영구,부산,수영구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.3,나쁨
731,2023-04-28,전남 목포시,전남,목포시,15.0,19.0,흐리고 비,80%,흐림,40%,-0.4,나쁨
732,2023-04-28,경남 함안군,경남,함안군,13.0,22.0,흐리고 비,90%,흐림,40%,-0.07,보통
733,2023-04-28,경남 고성군,경남,고성군,14.0,20.0,흐리고 비,90%,흐림,40%,-0.07,보통
734,2023-04-28,대전 유성구,대전,유성구,13.0,20.0,흐림,40%,흐림,40%,0.02,보통
735,2023-04-28,부산 사하구,부산,사하구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.11,보통
736,2023-04-28,인천 중구,인천,중구,13.0,18.0,흐림,40%,구름많음,40%,-0.39,나쁨
737,2023-04-28,전남 무안군,전남,무안군,14.0,20.0,흐리고 비,80%,흐림,40%,-0.27,나쁨
738,2023-04-28,경남 함양군,경남,함양군,11.0,21.0,흐리고 비,90%,흐림,40%,-0.22,보통
739,2023-04-28,대구 달성군,대구,달성군,14.0,23.0,흐리고 비,80%,흐림,40%,-0.32,나쁨
740,2023-04-28,전북 임실군,전북,임실군,12.0,20.0,흐리고 비,80%,흐림,40%,-0.3,나쁨
741,2023-04-28,강원 고성군,강원,고성군,14.0,20.0,흐리고 비,90%,흐림,40%,-0.33,나쁨
742,2023-04-28,전북 전주시,전북,전주시,14.0,22.0,흐리고 비,80%,흐림,40%,-0.21,보통
743,2023-04-28,강원 고성군,강원,고성군,12.0,19.0,흐림,40%,흐림,40%,-0.33,나쁨
744,2023-04-28,전남 보성군,전남,보성군,13.0,20.0,흐리고 비,80%,흐림,40%,-0.25,나쁨
745,2023-04-28,대구 달서구,대구,달서구,14.0,23.0,흐리고 비,80%,흐림,40%,-0.32,나쁨
746,2023-04-28,부산 사상구,부산,사상구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.11,보통
747,2023-04-28,경남 합천군,경남,합천군,12.0,23.0,흐리고 비,90%,흐림,40%,-0.24,보통
748,2023-04-28,부산 강서구,부산,강서구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.11,보통
749,2023-04-28,부산 서구,부산,서구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.24,보통
750,2023-04-28,강원 강릉시,강원,강릉시,14.0,22.0,흐림,40%,흐림,40%,-0.33,나쁨
751,2023-04-28,부산 중구,부산,중구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.24,보통
752,2023-04-28,전남 순천시,전남,순천시,14.0,21.0,흐리고 비,80%,흐림,40%,-0.19,보통
753,2023-04-28,경북 경산시,경북,경산시,14.0,24.0,흐리고 비,80%,흐림,40%,-0.32,나쁨
754,2023-04-28,광주 동구,광주,동구,15.0,22.0,흐리고 비,80%,흐림,40%,-0.16,보통
755,2023-04-28,전남 영암군,전남,영암군,14.0,21.0,흐리고 비,80%,흐림,40%,-0.31,나쁨
756,2023-04-28,대구 북구,대구,북구,14.0,23.0,흐리고 비,80%,흐림,40%,-0.32,나쁨
757,2023-04-28,충북 충주시,충북,충주시,11.0,21.0,흐림,40%,흐림,40%,-0.07,보통
758,2023-04-28,전북 정읍시,전북,정읍시,14.0,21.0,흐리고 비,80%,흐림,40%,-0.25,나쁨
759,2023-04-28,경북 경주시,경북,경주시,13.0,22.0,흐리고 비,80%,흐림,40%,-0.02,보통
760,2023-04-28,울산 북구,울산,북구,14.0,21.0,흐리고 비,90%,흐림,40%,-0.14,보통
761,2023-04-28,충남 계룡시,충남,계룡시,11.0,21.0,흐림,40%,흐림,40%,0.02,보통
762,2023-04-28,충북 음성군,충북,음성군,10.0,20.0,흐림,40%,흐림,40%,-0.19,보통
763,2023-04-28,대구 남구,대구,남구,14.0,23.0,흐리고 비,80%,흐림,40%,-0.32,나쁨
764,2023-04-28,충남 청양군,충남,청양군,12.0,20.0,흐림,40%,흐림,40%,-0.25,나쁨
765,2023-04-28,경북 영덕군,경북,영덕군,12.0,21.0,흐리고 비,80%,흐림,40%,-0.17,보통
766,2023-04-28,충남 논산시,충남,논산시,13.0,21.0,흐림,40%,흐림,40%,-0.04,보통
767,2023-04-28,충남 천안시,충남,천안시,12.0,21.0,흐림,40%,흐림,40%,-0.19,보통
768,2023-04-28,전남 해남군,전남,해남군,14.0,21.0,흐리고 비,80%,흐림,40%,-0.36,나쁨
769,2023-04-28,경북 청도군,경북,청도군,13.0,22.0,흐리고 비,80%,흐림,40%,-0.37,나쁨
770,2023-04-28,광주 남구,광주,남구,15.0,22.0,흐리고 비,80%,흐림,40%,-0.16,보통
771,2023-04-28,경북 영양군,경북,영양군,10.0,22.0,흐리고 비,80%,흐림,40%,-0.07,보통
772,2023-04-28,부산 남구,부산,남구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.3,나쁨
773,2023-04-28,충남 예산군,충남,예산군,13.0,21.0,흐림,40%,흐림,40%,-0.25,나쁨
774,2023-04-28,전남 화순군,전남,화순군,14.0,22.0,흐리고 비,80%,흐림,40%,-0.21,보통
775,2023-04-28,경북 영주시,경북,영주시,10.0,20.0,흐리고 비,80%,흐림,40%,-0.07,보통
776,2023-04-28,광주 남구,광주,남구,12.0,20.0,흐리고 비,80%,흐림,40%,-0.16,보통
777,2023-04-28,충남 아산시,충남,아산시,13.0,21.0,흐림,40%,흐림,40%,-0.04,보통
778,2023-04-28,경북 영천시,경북,영천시,12.0,22.0,흐리고 비,80%,흐림,40%,-0.32,나쁨
779,2023-04-28,충남 서천군,충남,서천군,13.0,19.0,흐림,40%,흐림,40%,-0.4,나쁨
780,2023-04-28,울산 중구,울산,중구,14.0,21.0,흐리고 비,90%,흐림,40%,-0.19,보통
781,2023-04-28,충남 부여군,충남,부여군,13.0,21.0,흐림,40%,흐림,40%,-0.21,보통
782,2023-04-28,충남 보령시,충남,보령시,13.0,19.0,흐림,40%,흐림,40%,-0.4,나쁨
783,2023-04-28,인천 남구,인천,남구,13.0,18.0,흐림,40%,구름많음,40%,-0.39,나쁨
784,2023-04-28,전북 군산시,전북,군산시,13.0,20.0,흐리고 비,80%,흐림,40%,-0.36,나쁨
785,2023-04-28,울산 남구,울산,남구,14.0,21.0,흐리고 비,90%,흐림,40%,-0.19,보통
786,2023-04-28,강원 동해시,강원,동해시,12.0,19.0,흐림,40%,흐림,40%,-0.28,나쁨
787,2023-04-28,충남 서산시,충남,서산시,12.0,19.0,흐림,40%,흐림,40%,-0.19,보통
788,2023-04-28,경북 예천군,경북,예천군,10.0,21.0,흐리고 비,80%,흐림,40%,0.04,보통
789,2023-04-28,대전 대덕구,대전,대덕구,13.0,20.0,흐림,40%,흐림,40%,0.02,보통
790,2023-04-28,경북 의성군,경북,의성군,11.0,22.0,흐리고 비,80%,흐림,40%,0.02,보통
791,2023-04-28,충남 당진시,충남,당진시,13.0,20.0,흐림,40%,흐림,40%,-0.17,보통
792,2023-04-28,전북 남원시,전북,남원시,13.0,21.0,흐리고 비,80%,흐림,40%,-0.24,보통
793,2023-04-28,전북 고창군,전북,고창군,14.0,20.0,흐리고 비,80%,흐림,40%,-0.31,나쁨
794,2023-04-28,대구 동구,대구,동구,14.0,23.0,흐리고 비,80%,흐림,40%,-0.26,나쁨
795,2023-04-28,경북 포항시,경북,포항시,14.0,22.0,흐리고 비,80%,흐림,40%,-0.08,보통
796,2023-04-28,전남 함평군,전남,함평군,14.0,21.0,흐리고 비,80%,흐림,40%,-0.27,나쁨
797,2023-04-28,경북 안동시,경북,안동시,11.0,21.0,흐리고 비,80%,흐림,40%,-0.02,보통
798,2023-04-28,경북 김천시,경북,김천시,10.0,21.0,흐리고 비,80%,흐림,40%,0.08,보통
799,2023-04-28,전북 순창군,전북,순창군,13.0,21.0,흐리고 비,80%,흐림,40%,-0.15,보통
800,2023-04-28,부산 금정구,부산,금정구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.17,보통
801,2023-04-28,충북 옥천군,충북,옥천군,12.0,21.0,흐림,40%,흐림,40%,0.02,보통
802,2023-04-28,전남 완도군,전남,완도군,15.0,20.0,흐리고 비,80%,흐림,40%,-0.23,보통
803,2023-04-28,경북 문경시,경북,문경시,11.0,20.0,흐리고 비,80%,흐림,40%,0.04,보통
804,2023-04-28,전북 김제시,전북,김제시,14.0,21.0,흐리고 비,80%,흐림,40%,-0.16,보통
805,2023-04-28,부산 북구,부산,북구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.11,보통
806,2023-04-28,충북 영동군,충북,영동군,11.0,21.0,흐림,40%,흐림,40%,0.08,보통
807,2023-04-28,충북 보은군,충북,보은군,11.0,20.0,흐림,40%,흐림,40%,-0.02,보통
808,2023-04-28,전남 장성군,전남,장성군,14.0,22.0,흐리고 비,80%,흐림,40%,-0.21,보통
809,2023-04-28,경북 봉화군,경북,봉화군,9.0,21.0,흐리고 비,80%,흐림,40%,-0.11,보통
810,2023-04-28,경북 칠곡군,경북,칠곡군,13.0,22.0,흐리고 비,80%,흐림,40%,-0.11,보통
811,2023-04-28,전북 부안군,전북,부안군,14.0,21.0,흐리고 비,80%,흐림,40%,-0.36,나쁨
812,2023-04-28,부산 부산진구,부산,부산진구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.3,나쁨
813,2023-04-28,충북 단양군,충북,단양군,11.0,20.0,흐림,40%,흐림,40%,-0.01,보통
814,2023-04-28,서울 중구,서울,중구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
815,2023-04-28,충남 태안군,충남,태안군,13.0,19.0,흐림,40%,흐림,40%,-0.4,나쁨
816,2023-04-28,대전 서구,대전,서구,13.0,20.0,흐림,40%,흐림,40%,0.02,보통
817,2023-04-28,경북 성주군,경북,성주군,12.0,22.0,흐리고 비,80%,흐림,40%,-0.19,보통
818,2023-04-28,부산 동래구,부산,동래구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.17,보통
819,2023-04-28,부산 기장군,부산,기장군,15.0,20.0,흐리고 비,90%,흐림,40%,-0.23,보통
820,2023-04-28,전남 진도군,전남,진도군,13.0,19.0,흐리고 비,80%,흐림,40%,-0.36,나쁨
821,2023-04-28,전북 무주군,전북,무주군,11.0,21.0,흐리고 비,80%,흐림,40%,-0.07,보통
822,2023-04-28,충남 홍성군,충남,홍성군,13.0,20.0,흐림,40%,흐림,40%,-0.31,나쁨
823,2023-04-28,충북 괴산군,충북,괴산군,11.0,20.0,흐림,40%,흐림,40%,-0.24,보통
824,2023-04-28,경북 청송군,경북,청송군,10.0,22.0,흐리고 비,80%,흐림,40%,-0.07,보통
825,2023-04-28,대구 서구,대구,서구,14.0,23.0,흐리고 비,80%,흐림,40%,-0.32,나쁨
826,2023-04-28,경북 상주시,경북,상주시,11.0,21.0,흐리고 비,80%,흐림,40%,0.08,보통
827,2023-04-28,전남 장흥군,전남,장흥군,14.0,21.0,흐리고 비,80%,흐림,40%,-0.25,나쁨
828,2023-04-28,충남 공주시,충남,공주시,13.0,20.0,흐림,40%,흐림,40%,-0.15,보통
829,2023-04-28,충남 금산군,충남,금산군,12.0,20.0,흐림,40%,흐림,40%,-0.02,보통
830,2023-04-28,경기 양주시,경기,양주시,12.0,20.0,흐림,40%,구름많음,40%,-0.11,보통
831,2023-04-28,경남 고성군,경남,고성군,12.0,19.0,흐리고 비,90%,흐림,40%,-0.07,보통
832,2023-04-28,인천 옹진군,인천,옹진군,13.0,18.0,흐림,40%,구름많음,40%,-0.39,나쁨
833,2023-04-28,서울 동작구,서울,동작구,13.0,21.0,흐림,40%,구름많음,40%,-0.3,나쁨
834,2023-04-28,경기 의왕시,경기,의왕시,13.0,20.0,흐림,40%,구름많음,40%,-0.3,나쁨
835,2023-04-28,대구 중구,대구,중구,14.0,23.0,흐리고 비,80%,흐림,40%,-0.32,나쁨
836,2023-04-28,경남 거창군,경남,거창군,11.0,21.0,흐리고 비,90%,흐림,40%,-0.22,보통
837,2023-04-28,강원 화천군,강원,화천군,10.0,21.0,흐림,40%,흐림,40%,-0.14,보통
838,2023-04-28,서울 은평구,서울,은평구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
839,2023-04-28,인천 부평구,인천,부평구,13.0,18.0,흐림,40%,구름많음,40%,-0.39,나쁨
840,2023-04-28,서울 광진구,서울,광진구,13.0,21.0,흐림,40%,구름많음,40%,-0.24,보통
841,2023-04-28,경남 김해시,경남,김해시,14.0,22.0,흐리고 비,90%,흐림,40%,-0.11,보통
842,2023-04-28,강원 홍천군,강원,홍천군,11.0,20.0,흐림,40%,흐림,40%,-0.11,보통
843,2023-04-28,경기 동두천시,경기,동두천시,11.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
844,2023-04-28,경기 용인시,경기,용인시,12.0,20.0,흐림,40%,구름많음,40%,-0.24,보통
845,2023-04-28,광주 동구,광주,동구,12.0,20.0,흐리고 비,80%,흐림,40%,-0.16,보통
846,2023-04-28,인천 연수구,인천,연수구,13.0,18.0,흐림,40%,구름많음,40%,-0.39,나쁨
847,2023-04-28,전북 장수군,전북,장수군,11.0,20.0,흐리고 비,80%,흐림,40%,-0.28,나쁨
848,2023-04-28,서울 관악구,서울,관악구,13.0,21.0,흐림,40%,구름많음,40%,-0.3,나쁨
849,2023-04-28,경남 남해군,경남,남해군,15.0,22.0,흐리고 비,90%,흐림,40%,-0.11,보통
850,2023-04-28,강원 평창군,강원,평창군,10.0,20.0,흐림,40%,흐림,40%,-0.15,보통
851,2023-04-28,서울 마포구,서울,마포구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
852,2023-04-28,서울 용산구,서울,용산구,13.0,21.0,흐림,40%,구름많음,40%,-0.24,보통
853,2023-04-28,경남 밀양시,경남,밀양시,14.0,23.0,흐리고 비,90%,흐림,40%,-0.24,보통
854,2023-04-28,강원 태백시,강원,태백시,8.0,18.0,흐림,40%,흐림,40%,-0.2,보통
855,2023-04-28,서울 강북구,서울,강북구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
856,2023-04-28,경기 부천시,경기,부천시,12.0,19.0,흐림,40%,구름많음,40%,-0.34,나쁨
857,2023-04-28,경기 성남시,경기,성남시,13.0,20.0,흐림,40%,구름많음,40%,-0.24,보통
858,2023-04-28,강원 춘천시,강원,춘천시,12.0,21.0,흐림,40%,흐림,40%,-0.11,보통
859,2023-04-28,경기 오산시,경기,오산시,13.0,21.0,흐림,40%,구름많음,40%,-0.13,보통
860,2023-04-28,경남 사천시,경남,사천시,13.0,21.0,흐리고 비,90%,흐림,40%,-0.11,보통
861,2023-04-28,전남 강진군,전남,강진군,15.0,21.0,흐리고 비,80%,흐림,40%,-0.36,나쁨
862,2023-04-28,강원 횡성군,강원,횡성군,11.0,21.0,흐림,40%,흐림,40%,-0.11,보통
863,2023-04-28,경기 남양주시,경기,남양주시,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
864,2023-04-28,인천 남동구,인천,남동구,13.0,18.0,흐림,40%,구름많음,40%,-0.39,나쁨
865,2023-04-28,경남 거제시,경남,거제시,15.0,20.0,흐리고 비,90%,흐림,40%,-0.17,보통
866,2023-04-28,경기 평택시,경기,평택시,13.0,22.0,흐림,40%,구름많음,40%,-0.08,보통
867,2023-04-28,울산 동구,울산,동구,14.0,21.0,흐리고 비,90%,흐림,40%,-0.19,보통
868,2023-04-28,경기 광주시,경기,광주시,15.0,22.0,흐림,40%,구름많음,40%,-0.24,보통
869,2023-04-28,경기 구리시,경기,구리시,13.0,21.0,흐림,40%,구름많음,40%,-0.07,보통
870,2023-04-28,서울 노원구,서울,노원구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
871,2023-04-28,광주 서구,광주,서구,12.0,20.0,흐리고 비,80%,흐림,40%,-0.16,보통
872,2023-04-28,서울 도봉구,서울,도봉구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
873,2023-04-28,경기 파주시,경기,파주시,11.0,20.0,흐림,40%,구름많음,40%,-0.17,보통
874,2023-04-28,울산 울주군,울산,울주군,14.0,21.0,흐리고 비,90%,흐림,40%,-0.13,보통
875,2023-04-28,경기 포천시,경기,포천시,12.0,20.0,흐림,40%,구름많음,40%,-0.11,보통
876,2023-04-28,경기 광주시,경기,광주시,12.0,20.0,흐림,40%,구름많음,40%,-0.24,보통
877,2023-04-28,서울 중랑구,서울,중랑구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
878,2023-04-28,경기 광명시,경기,광명시,14.0,21.0,흐림,40%,구름많음,40%,-0.34,나쁨
879,2023-04-28,경기 군포시,경기,군포시,14.0,20.0,흐림,40%,구름많음,40%,-0.3,나쁨
880,2023-04-28,서울 강동구,서울,강동구,13.0,21.0,흐림,40%,구름많음,40%,-0.24,보통
881,2023-04-28,경기 이천시,경기,이천시,12.0,21.0,흐림,40%,구름많음,40%,-0.24,보통
882,2023-04-28,서울 금천구,서울,금천구,13.0,21.0,흐림,40%,구름많음,40%,-0.3,나쁨
883,2023-04-28,서울 동대문구,서울,동대문구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
884,2023-04-28,경기 하남시,경기,하남시,13.0,21.0,흐림,40%,구름많음,40%,-0.24,보통
885,2023-04-28,경기 과천시,경기,과천시,13.0,21.0,흐림,40%,구름많음,40%,-0.24,보통
886,2023-04-28,경기 의정부시,경기,의정부시,12.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
887,2023-04-28,경기 고양시,경기,고양시,12.0,21.0,흐림,40%,구름많음,40%,-0.17,보통
888,2023-04-28,서울 종로구,서울,종로구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
889,2023-04-28,경남 하동군,경남,하동군,14.0,21.0,흐리고 비,90%,흐림,40%,-0.01,보통
890,2023-04-28,인천 계양구,인천,계양구,13.0,18.0,흐림,40%,구름많음,40%,-0.34,나쁨
891,2023-04-28,경기 화성시,경기,화성시,13.0,19.0,흐림,40%,구름많음,40%,-0.34,나쁨
892,2023-04-28,서울 구로구,서울,구로구,13.0,21.0,흐림,40%,구름많음,40%,-0.34,나쁨
893,2023-04-28,경기 가평군,경기,가평군,10.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
894,2023-04-28,경기 김포시,경기,김포시,13.0,20.0,흐림,40%,구름많음,40%,-0.39,나쁨
895,2023-04-28,대구 수성구,대구,수성구,14.0,23.0,흐리고 비,80%,흐림,40%,-0.32,나쁨
896,2023-04-28,인천 강화군,인천,강화군,13.0,18.0,흐림,40%,구름많음,40%,-0.52,나쁨
897,2023-04-28,강원 철원군,강원,철원군,11.0,19.0,흐림,40%,흐림,40%,-0.15,보통
898,2023-04-28,세종 세종시,세종,연기면,12.0,21.0,흐림,40%,흐림,40%,-0.86,나쁨
899,2023-04-28,대전 중구,대전,중구,13.0,20.0,흐림,40%,흐림,40%,0.02,보통
900,2023-04-28,서울 송파구,서울,송파구,13.0,21.0,흐림,40%,구름많음,40%,-0.24,보통
901,2023-04-28,강원 원주시,강원,원주시,13.0,20.0,흐림,40%,흐림,40%,-0.11,보통
902,2023-04-28,서울 양천구,서울,양천구,13.0,21.0,흐림,40%,구름많음,40%,-0.34,나쁨
903,2023-04-28,강원 속초시,강원,속초시,12.0,19.0,흐림,40%,흐림,40%,-0.33,나쁨
904,2023-04-28,경기 여주시,경기,여주시,12.0,21.0,흐림,40%,구름많음,40%,-0.19,보통
905,2023-04-28,경남 창원시,경남,창원시,14.0,21.0,흐리고 비,90%,흐림,40%,-0.86,나쁨
906,2023-04-28,경기 양평군,경기,양평군,13.0,20.0,흐림,40%,구름많음,40%,-0.24,보통
907,2023-04-28,부산 해운대구,부산,해운대구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.3,나쁨
908,2023-04-28,전남 광양시,전남,광양시,14.0,21.0,흐리고 비,80%,흐림,40%,-0.07,보통
909,2023-04-28,경남 의령군,경남,의령군,13.0,22.0,흐리고 비,90%,흐림,40%,-0.02,보통
910,2023-04-28,경기 연천군,경기,연천군,11.0,19.0,흐림,40%,구름많음,40%,-0.11,보통
911,2023-04-28,전남 나주시,전남,나주시,14.0,21.0,흐리고 비,80%,흐림,40%,-0.22,보통
912,2023-04-28,경기 안성시,경기,안성시,12.0,21.0,흐림,40%,구름많음,40%,-0.02,보통
913,2023-04-28,경기 안산시,경기,안산시,13.0,20.0,흐림,40%,구름많음,40%,-0.34,나쁨
914,2023-04-28,서울 영등포구,서울,영등포구,13.0,21.0,흐림,40%,구름많음,40%,-0.34,나쁨
915,2023-04-28,서울 서초구,서울,서초구,13.0,21.0,흐림,40%,구름많음,40%,-0.24,보통
916,2023-04-28,강원 양구군,강원,양구군,10.0,21.0,흐림,40%,흐림,40%,-0.2,보통
917,2023-04-28,경남 진주시,경남,진주시,13.0,21.0,흐리고 비,90%,흐림,40%,-0.07,보통
918,2023-04-28,강원 양양군,강원,양양군,13.0,20.0,흐림,40%,흐림,40%,-0.33,나쁨
919,2023-04-28,인천 동구,인천,동구,13.0,18.0,흐림,40%,구름많음,40%,-0.3,나쁨
920,2023-04-28,전남 구례군,전남,구례군,13.0,22.0,흐리고 비,80%,흐림,40%,-0.18,보통
921,2023-04-28,부산 영도구,부산,영도구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.3,나쁨
922,2023-04-28,강원 영월군,강원,영월군,11.0,21.0,흐림,40%,흐림,40%,-0.05,보통
923,2023-04-28,부산 동구,부산,동구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.3,나쁨
924,2023-04-28,경남 창녕군,경남,창녕군,14.0,23.0,흐리고 비,90%,흐림,40%,-0.24,보통
925,2023-04-28,서울 강남구,서울,강남구,13.0,21.0,흐림,40%,구름많음,40%,-0.24,보통
926,2023-04-28,강원 정선군,강원,정선군,10.0,20.0,흐림,40%,흐림,40%,-0.2,보통
927,2023-04-28,전남 담양군,전남,담양군,14.0,22.0,흐리고 비,80%,흐림,40%,-0.19,보통
928,2023-04-28,강원 삼척시,강원,삼척시,13.0,21.0,흐림,40%,흐림,40%,-0.28,나쁨
929,2023-04-28,경기 시흥시,경기,시흥시,13.0,19.0,흐림,40%,구름많음,40%,-0.34,나쁨
930,2023-04-28,광주 서구,광주,서구,15.0,22.0,흐리고 비,80%,흐림,40%,-0.16,보통
931,2023-04-28,경남 통영시,경남,통영시,15.0,20.0,흐리고 비,90%,흐림,40%,-0.11,보통
932,2023-04-28,인천 서구,인천,서구,13.0,18.0,흐림,40%,구름많음,40%,-0.39,나쁨
933,2023-04-28,경기 안양시,경기,안양시,14.0,20.0,흐림,40%,구름많음,40%,-0.3,나쁨
934,2023-04-28,전남 고흥군,전남,고흥군,14.0,20.0,흐리고 비,80%,흐림,40%,-0.23,보통
935,2023-04-28,서울 서대문구,서울,서대문구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
936,2023-04-28,강원 인제군,강원,인제군,11.0,21.0,흐림,40%,흐림,40%,-0.2,보통
937,2023-04-28,부산 연제구,부산,연제구,15.0,20.0,흐리고 비,90%,흐림,40%,-0.17,보통
938,2023-04-28,서울 성동구,서울,성동구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
939,2023-04-28,경남 산청군,경남,산청군,12.0,22.0,흐리고 비,90%,흐림,40%,-0.22,보통
940,2023-04-28,경남 양산시,경남,양산시,15.0,22.0,흐리고 비,90%,흐림,40%,-0.28,나쁨
941,2023-04-28,서울 성북구,서울,성북구,13.0,21.0,흐림,40%,구름많음,40%,-0.11,보통
942,2023-04-28,전남 곡성군,전남,곡성군,13.0,22.0,흐리고 비,80%,흐림,40%,-0.15,보통
943,2023-04-28,경기 수원시,경기,수원시,13.0,20.0,흐림,40%,구름많음,40%,-0.3,나쁨
944,2023-04-29,경기 김포시,경기,김포시,8.0,18.0,구름많음,30%,맑음,20%,-1.1,나쁨
945,2023-04-29,전북 정읍시,전북,정읍시,9.0,19.0,구름많음,30%,맑음,20%,-0.66,나쁨
946,2023-04-29,울산 중구,울산,중구,12.0,20.0,구름많음,30%,맑음,20%,-1.01,나쁨
947,2023-04-29,충남 보령시,충남,보령시,9.0,17.0,구름많음,30%,맑음,20%,-0.84,나쁨
948,2023-04-29,경기 파주시,경기,파주시,7.0,19.0,구름많음,30%,맑음,20%,-1.04,나쁨
949,2023-04-29,경기 구리시,경기,구리시,9.0,18.0,구름많음,30%,맑음,20%,-0.98,나쁨
950,2023-04-29,경기 안성시,경기,안성시,8.0,18.0,구름많음,30%,맑음,20%,-1.05,나쁨
951,2023-04-29,경기 이천시,경기,이천시,8.0,19.0,구름많음,30%,맑음,20%,-0.98,나쁨
952,2023-04-29,경기 안양시,경기,안양시,10.0,16.0,구름많음,30%,맑음,20%,-0.99,나쁨
953,2023-04-29,경기 군포시,경기,군포시,9.0,17.0,구름많음,30%,맑음,20%,-1.04,나쁨
954,2023-04-29,경북 울진군,경북,울진군,11.0,18.0,구름많음,30%,맑음,20%,-0.99,나쁨
955,2023-04-29,대구 달성군,대구,달성군,11.0,20.0,구름많음,30%,맑음,20%,-0.69,나쁨
956,2023-04-29,충남 부여군,충남,부여군,8.0,20.0,구름많음,30%,맑음,20%,-0.79,나쁨
957,2023-04-29,경기 양평군,경기,양평군,8.0,19.0,구름많음,30%,맑음,20%,-0.98,나쁨
958,2023-04-29,인천 중구,인천,중구,9.0,16.0,구름많음,30%,맑음,20%,-1.1,나쁨
959,2023-04-29,전북 전주시,전북,전주시,10.0,20.0,구름많음,30%,맑음,20%,-0.73,나쁨
960,2023-04-29,대구 서구,대구,서구,11.0,20.0,구름많음,30%,맑음,20%,-0.58,나쁨
961,2023-04-29,대구 달서구,대구,달서구,11.0,20.0,구름많음,30%,맑음,20%,-0.58,나쁨
962,2023-04-29,경기 오산시,경기,오산시,8.0,17.0,구름많음,30%,맑음,20%,-1.04,나쁨
963,2023-04-29,경북 포항시,경북,포항시,13.0,19.0,구름많음,30%,맑음,20%,-0.77,나쁨
